# %ECSV 1.0
# ---
# datatype:
# - {name: time, datatype: float64}
# - {name: swift_uvot_uvw2, datatype: float64}
# - {name: swift_uvot_uvm2, datatype: float64}
# - {name: swift_uvot_uvw1, datatype: float64}
# - {name: swift_uvot_U, datatype: float64}
# - {name: swift_uvot_B, datatype: float64}
# - {name: swift_uvot_V, datatype: float64}
# - {name: swift_uvot_W, datatype: float64}
# - {name: johnson_U, datatype: float64}
# - {name: johnson_B, datatype: float64}
# - {name: johnson_V, datatype: float64}
# - {name: johnson_R, datatype: float64}
# - {name: johnson_I, datatype: float64}
# - {name: sdss_u, datatype: float64}
# - {name: sdss_g, datatype: float64}
# - {name: sdss_r, datatype: float64}
# - {name: sdss_i, datatype: float64}
# - {name: sdss_z, datatype: float64}
# - {name: PS1_g, datatype: float64}
# - {name: PS1_r, datatype: float64}
# - {name: PS1_i, datatype: float64}
# - {name: PS1_z, datatype: float64}
# - {name: PS1_Y, datatype: float64}
# - {name: ukirt_J, datatype: float64}
# - {name: ukirt_H, datatype: float64}
# - {name: ukirt_K, datatype: float64}
# meta: !!omap
# - comment: [E = 4.339649880409358e-05, Eta0 = 8.02, GammaB = 12.0, dL = 0.012188, epsb = 6.760829753919819e-06, epse = 0.1, n = 0.025118864315095822,
#     p = 2.15, theta_obs = 0.0, xiN = 1.0, z = 0.0, type = grb, E_kiso = 0.1]
# schema: astropy-2.0
time swift_uvot_uvw2 swift_uvot_uvm2 swift_uvot_uvw1 swift_uvot_U swift_uvot_B swift_uvot_V swift_uvot_W johnson_U johnson_B johnson_V johnson_R johnson_I sdss_u sdss_g sdss_r sdss_i sdss_z PS1_g PS1_r PS1_i PS1_z PS1_Y ukirt_J ukirt_H ukirt_K
0.01 -3.273 -3.224 -3.298 -3.491 -3.634 -3.773 -3.412 -3.514 -3.636 -3.778 -3.918 -4.067 -3.509 -3.681 -3.853 -3.974 -4.084 -3.745 -3.888 -4.007 -4.106 -4.275 -4.296 -4.466 -4.656
0.0102 -3.259 -3.209 -3.284 -3.477 -3.619 -3.758 -3.398 -3.499 -3.622 -3.764 -3.904 -4.053 -3.494 -3.667 -3.839 -3.959 -4.07 -3.731 -3.873 -3.993 -4.092 -4.26 -4.282 -4.451 -4.642
0.0105 -3.244 -3.195 -3.27 -3.463 -3.605 -3.744 -3.383 -3.485 -3.607 -3.749 -3.89 -4.038 -3.48 -3.653 -3.824 -3.945 -4.056 -3.716 -3.859 -3.979 -4.078 -4.246 -4.268 -4.437 -4.627
0.0107 -3.23 -3.18 -3.255 -3.448 -3.591 -3.73 -3.369 -3.471 -3.593 -3.735 -3.875 -4.024 -3.466 -3.638 -3.81 -3.931 -4.041 -3.702 -3.844 -3.964 -4.063 -4.232 -4.253 -4.423 -4.613
0.011 -3.216 -3.166 -3.241 -3.434 -3.576 -3.715 -3.355 -3.456 -3.579 -3.721 -3.861 -4.01 -3.451 -3.624 -3.796 -3.916 -4.027 -3.688 -3.83 -3.95 -4.049 -4.217 -4.239 -4.408 -4.599
0.0113 -3.201 -3.152 -3.227 -3.419 -3.562 -3.701 -3.34 -3.442 -3.564 -3.706 -3.847 -3.995 -3.437 -3.609 -3.781 -3.902 -4.013 -3.673 -3.816 -3.936 -4.035 -4.203 -4.225 -4.394 -4.584
0.0115 -3.187 -3.137 -3.212 -3.405 -3.548 -3.687 -3.326 -3.428 -3.55 -3.692 -3.832 -3.981 -3.422 -3.595 -3.767 -3.888 -3.998 -3.659 -3.801 -3.921 -4.02 -4.189 -4.21 -4.38 -4.57
0.0118 -3.172 -3.123 -3.198 -3.391 -3.533 -3.672 -3.311 -3.413 -3.536 -3.677 -3.818 -3.967 -3.408 -3.581 -3.753 -3.873 -3.984 -3.644 -3.787 -3.907 -4.006 -4.174 -4.196 -4.365 -4.556
0.0121 -3.158 -3.109 -3.183 -3.376 -3.519 -3.658 -3.297 -3.399 -3.521 -3.663 -3.804 -3.952 -3.394 -3.566 -3.738 -3.859 -3.97 -3.63 -3.773 -3.892 -3.992 -4.16 -4.181 -4.351 -4.541
0.0124 -3.144 -3.094 -3.169 -3.362 -3.504 -3.644 -3.283 -3.384 -3.507 -3.649 -3.789 -3.938 -3.379 -3.552 -3.724 -3.845 -3.955 -3.616 -3.758 -3.878 -3.977 -4.145 -4.167 -4.336 -4.527
0.0127 -3.134 -3.084 -3.159 -3.352 -3.494 -3.633 -3.273 -3.374 -3.497 -3.639 -3.779 -3.928 -3.369 -3.542 -3.714 -3.834 -3.945 -3.606 -3.748 -3.868 -3.967 -4.135 -4.157 -4.326 -4.517
0.013 -3.13 -3.081 -3.156 -3.348 -3.491 -3.63 -3.269 -3.371 -3.493 -3.635 -3.776 -3.924 -3.366 -3.538 -3.71 -3.831 -3.942 -3.602 -3.745 -3.865 -3.964 -4.132 -4.154 -4.323 -4.513
0.0133 -3.127 -3.077 -3.152 -3.345 -3.487 -3.627 -3.266 -3.367 -3.49 -3.632 -3.772 -3.921 -3.362 -3.535 -3.707 -3.828 -3.938 -3.599 -3.741 -3.861 -3.96 -4.128 -4.15 -4.319 -4.51
0.0136 -3.123 -3.074 -3.149 -3.342 -3.484 -3.623 -3.262 -3.364 -3.487 -3.628 -3.769 -3.917 -3.359 -3.532 -3.703 -3.824 -3.935 -3.595 -3.738 -3.858 -3.957 -4.125 -4.147 -4.316 -4.506
0.014 -3.12 -3.07 -3.145 -3.338 -3.481 -3.62 -3.259 -3.361 -3.483 -3.625 -3.765 -3.914 -3.356 -3.528 -3.7 -3.821 -3.931 -3.592 -3.735 -3.854 -3.953 -4.122 -4.143 -4.313 -4.503
0.0143 -3.117 -3.067 -3.142 -3.335 -3.477 -3.616 -3.256 -3.357 -3.48 -3.622 -3.762 -3.911 -3.352 -3.525 -3.697 -3.817 -3.928 -3.589 -3.731 -3.851 -3.95 -4.118 -4.14 -4.309 -4.5
0.0146 -3.113 -3.064 -3.139 -3.332 -3.474 -3.613 -3.252 -3.354 -3.476 -3.618 -3.759 -3.907 -3.349 -3.521 -3.693 -3.814 -3.925 -3.585 -3.728 -3.848 -3.947 -4.115 -4.137 -4.306 -4.496
0.015 -3.11 -3.06 -3.135 -3.328 -3.471 -3.61 -3.249 -3.351 -3.473 -3.615 -3.755 -3.904 -3.345 -3.518 -3.69 -3.811 -3.921 -3.582 -3.724 -3.844 -3.943 -4.111 -4.133 -4.303 -4.493
0.0154 -3.106 -3.057 -3.132 -3.325 -3.467 -3.606 -3.245 -3.347 -3.47 -3.611 -3.752 -3.9 -3.342 -3.515 -3.687 -3.807 -3.918 -3.578 -3.721 -3.841 -3.94 -4.108 -4.13 -4.299 -4.489
0.0157 -3.103 -3.054 -3.128 -3.321 -3.464 -3.603 -3.242 -3.344 -3.466 -3.608 -3.749 -3.897 -3.339 -3.511 -3.683 -3.804 -3.914 -3.575 -3.718 -3.837 -3.936 -4.105 -4.126 -4.296 -4.486
0.0161 -3.102 -3.052 -3.127 -3.32 -3.462 -3.601 -3.241 -3.342 -3.465 -3.607 -3.747 -3.896 -3.337 -3.51 -3.682 -3.802 -3.913 -3.574 -3.716 -3.836 -3.935 -4.103 -4.125 -4.294 -4.485
0.0165 -3.102 -3.052 -3.127 -3.32 -3.463 -3.602 -3.241 -3.343 -3.465 -3.607 -3.747 -3.896 -3.338 -3.51 -3.682 -3.803 -3.913 -3.574 -3.716 -3.836 -3.935 -4.104 -4.125 -4.295 -4.485
0.0169 -3.102 -3.053 -3.127 -3.32 -3.463 -3.602 -3.241 -3.343 -3.465 -3.607 -3.748 -3.896 -3.338 -3.51 -3.682 -3.803 -3.914 -3.574 -3.717 -3.837 -3.936 -4.104 -4.126 -4.295 -4.485
0.0173 -3.102 -3.053 -3.128 -3.321 -3.463 -3.602 -3.241 -3.343 -3.466 -3.607 -3.748 -3.896 -3.338 -3.511 -3.683 -3.803 -3.914 -3.574 -3.717 -3.837 -3.936 -4.104 -4.126 -4.295 -4.485
0.0177 -3.103 -3.053 -3.128 -3.321 -3.463 -3.603 -3.242 -3.343 -3.466 -3.608 -3.748 -3.897 -3.338 -3.511 -3.683 -3.803 -3.914 -3.575 -3.717 -3.837 -3.936 -4.104 -4.126 -4.295 -4.486
0.0181 -3.103 -3.053 -3.128 -3.321 -3.464 -3.603 -3.242 -3.344 -3.466 -3.608 -3.748 -3.897 -3.339 -3.511 -3.683 -3.804 -3.914 -3.575 -3.718 -3.837 -3.936 -4.105 -4.126 -4.296 -4.486
0.0186 -3.103 -3.054 -3.129 -3.322 -3.464 -3.603 -3.242 -3.344 -3.466 -3.608 -3.749 -3.897 -3.339 -3.512 -3.683 -3.804 -3.915 -3.575 -3.718 -3.838 -3.937 -4.105 -4.127 -4.296 -4.486
